 											SMMID	#N/A	#N/A										SMMID:	MF	MW	CAS	CN	Organism	Synonyms
REFERENCES																													
REFERENCES																													
REFERENCES																													
REFERENCES																													
REFERENCES																													
REFERENCES																													
REFERENCES																													
REFERENCES	 																												
REFERENCES	 																												
REFERENCES	 																												
REFERENCES	 																												
REFERENCES																													
REFERENCES																													
REFERENCES																													
REFERENCES																													
REFERENCES																													
REFERENCES																													
SMMID	 ascr#1																												
SMMID	 ascr#2																												
SMMID	 ascr#3																												
SMMID	 ascr#4																												
SMMID	 ascr#5																												
SMMID	 ascr#6.1																												
SMMID	 ascr#6.2																												
SMMID	 ascr#7																												
SMMID	 ascr#8																												
SMMID	 icas#9																												
SMMID	 dafa#1																												
SMMID	 dafa#2																												
SMMID	 dafa#3																												
SMMID	 dafa#4																												
SMMID	 dafa#5																												
SMMID	 dafa#6																												
SMMID	 ascr#9																												
SMMID	 ascr#10																												
SMMID	 ascr#11																												
SMMID	 ascr#12																												
SMMID	 ascr#13																												
SMMID	 ascr#14																												
SMMID	 ascr#15																												
SMMID	 ascr#16																												
SMMID	 ascr#17																												
SMMID	 ascr#18																												
SMMID	 ascr#19																												
SMMID	 ascr#20																												
SMMID	 ascr#21																												
SMMID	 ascr#22																												
SMMID	 ascr#23																												
SMMID	 ascr#24																												
SMMID	 ascr#25																												
SMMID	 ascr#26																												
SMMID	 ascr#27																												
SMMID	 ascr#28																												
SMMID	 ascr#29																												
SMMID	 ascr#30																												
SMMID	 ascr#31																												
SMMID	 ascr#32																												
SMMID	 ascr#33																												
SMMID	 ascr#34																												
SMMID	 ascr#35																												
SMMID	 ascr#36																												
SMMID	 ascr#37																												
SMMID	 ascr#38																												
SMMID	 bhas#10																												
SMMID	 bhas#16																												
SMMID	 bhas#18																												
SMMID	 bhas#20																												
SMMID	 bhas#22																												
SMMID	 bhas#24																												
SMMID	 bhas#26																												
SMMID	 bhas#28																												
SMMID	 bhas#30																												
SMMID	 bhas#32																												
SMMID	 bhas#34																												
SMMID	 bhas#36																												
SMMID	 bhas#38																												
SMMID	 bhas#40																												
SMMID	 bhas#42																												
SMMID	 bhos#10																												
SMMID	 bhos#16																												
SMMID	 bhos#18																												
SMMID	 bhos#20																												
SMMID	 bhos#22																												
SMMID	 bhos#24																												
SMMID	 bhos#26																												
SMMID	 bhos#28																												
SMMID	 bhos#30																												
SMMID	 bhos#32																												
SMMID	 bhos#34																												
SMMID	 bhos#36																												
SMMID	 bhos#38																												
SMMID	 bhos#40																												
SMMID	 bhos#42																												
SMMID	 ibha#10																												
SMMID	 ibha#16																												
SMMID	 ibha#18																												
SMMID	 ibha#20																												
SMMID	 ibha#22																												
SMMID	 ibha#24																												
SMMID	 ibha#26																												
SMMID	 ibha#28																												
SMMID	 ibha#30																												
SMMID	 ibho#10																												
SMMID	 ibho#16																												
SMMID	 ibho#18																												
SMMID	 ibho#20																												
SMMID	 ibho#22																												
SMMID	 ibho#24																												
SMMID	 ibho#26																												
SMMID	 icas#1																												
SMMID	 icas#2																												
SMMID	 iglu#1																												
SMMID	 iglu#2																												
SMMID	 angl#1																												
SMMID	 angl#2																												
SMMID	 icas#3																												
SMMID	 icas#6.1																												
SMMID	 icas#6.2																												
SMMID	 icas#7																												
SMMID	 icas#10																												
SMMID	 icas#12																												
SMMID	 icas#14																												
SMMID	 icas#15																												
SMMID	 icas#16																												
SMMID	 icas#17																												
SMMID	 icas#18																												
SMMID	 icas#19																												
SMMID	 icas#20																												
SMMID	 icas#21																												
SMMID	 icas#22																												
SMMID	 icos#1																												
SMMID	 icos#3																												
SMMID	 icos#9																												
SMMID	 icos#10																												
SMMID	 icos#15																												
SMMID	 icos#16																												
SMMID	 icos#17																												
SMMID	 icos#18																												
SMMID	 oscr#1																												
SMMID	 oscr#3																												
SMMID	 oscr#7																												
SMMID	 oscr#9																												
SMMID	 oscr#10																												
SMMID	 oscr#12																												
SMMID	 oscr#14																												
SMMID	 oscr#15																												
SMMID	 oscr#16																												
SMMID	 oscr#17																												
SMMID	 oscr#18																												
SMMID	 oscr#19																												
SMMID	 oscr#20																												
SMMID	 oscr#21																												
SMMID	 oscr#22																												
SMMID	 oscr#23																												
SMMID	 oscr#24																												
SMMID	 oscr#25																												
SMMID	 oscr#26																												
SMMID	 oscr#27																												
SMMID	 oscr#28																												
SMMID	 oscr#29																												
SMMID	 oscr#30																												
SMMID	 oscr#31																												
SMMID	 oscr#32																												
SMMID	 oscr#33																												
SMMID	 oscr#34																												
SMMID	 oscr#35																												
SMMID	 oscr#36																												
SMMID	 oscr#37																												
SMMID	 oscr#38																												
SMMID	 glas#1																												
SMMID	 glas#3																												
SMMID	 glas#10																												
SMMID	 glas#16																												
SMMID	 glas#18																												
SMMID	 glas#20																												
SMMID	 glas#22																												
SMMID	 glas#24																												
SMMID	 glas#26																												
SMMID	 hbas#3																												
SMMID	 hbas#10																												
SMMID	 mbas#3																												
SMMID	 mbas#10																												
SMMID	 dasc#1																												
SMMID	 npar#1																												
SMMID	 npar#2																												
SMMID	 part#9																												
SMMID	 pasa#9																												
SMMID	 pasc#1																												
SMMID	 pasc#9																												
SMMID	 pasc#12																												
SMMID	 pasy#9																												
SMMID	 ubas#1																												
SMMID	 ubas#2																												
SMMID	 dhas#18																												
SMMID	 tsas#9																												
SMMID	 osas#9																												
SMMID	 osas#10																												
SMMID	 osas#2																												
SMMID	 sufac#1																												
SMMID	 sufal#1																												
SMMID	 sufal#2																												
SMMID	 sufal#3																												
SMMID	 sufal#4																												
SMMID	 sufac#2																												
SMMID	 npar#3																												
SMMID	 anglas#1																												
SMMID	 anglas#2																												
SMMID	 anglas#3																												
SMMID	 anglas#7																												
SMMID	 anglas#9																												
SMMID	 ascr#69																												
SMMID	 ascr#81																												
SMMID	 ascr#82																												
SMMID	 bhas#9																												
SMMID	 bkas#1																												
SMMID	 glosas#2																												
SMMID	 glosas#9																												
SMMID	 glosas#10																												
SMMID	 glosas#21																												
SMMID	 glosas#91																												
SMMID	 glosas#101																												
SMMID	 hbas#9																												
SMMID	 hbas#13																												
SMMID	 iglas#1																												
SMMID	 iglas#2																												
SMMID	 iglas#3																												
SMMID	 iglas#7																												
SMMID	 npar#4																												
SMMID	 nuclas#31																												
SMMID	 nuclas#32																												
SMMID	 nuclas#33																												
SMMID	 nuclas#34																												
SMMID	 nuclas#35																												
SMMID	 nuclas#36																												
SMMID	 nuclas#71																												
SMMID	 osas#1																												
SMMID	 osas#7																												
SMMID	 osas#13																												
SMMID	 osas#15																												
SMMID	 osas#24																												
SMMID	 osas#91																												
SMMID	 osas#92																												
SMMID	 pasa#9																												
SMMID	 pugl#1																												
SMMID	 puglas#1																												
SMMID	 nuclas#36																												
SMMID	 uglas#11																												
SMMID	 uglas#31																												
SMMID	 uglas#71																												
SYNONYMS	" ""C7""; daumone-1"																												
SYNONYMS	" ""C6""; daumone-2"																												
SYNONYMS	" ""C9""; daumone-3"																												
SYNONYMS	 none																												
SYNONYMS	" ""C3"""																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	" indolecarboxylascaroside C5, ""C5"""																												
SYNONYMS	" &Delta;1,7-dafachronic acid; (+)-(5a,25S)-3-oxocholest-1,7-dien-26-oic acid; Called dafa#3 <a href=""//onlinelibrary.wiley.com/doi/10.1002/anie.201307465/abstract""><b>here</b></a>."																												
SYNONYMS	" &Delta;7-dafachronic acid; (+)-(5a,25S)-3-oxocholest-7-en-26-oic acid; Called dafa#1 <a href=""//onlinelibrary.wiley.com/doi/10.1002/anie.201307465/abstract""><b>here</b></a>."																												
SYNONYMS	" 3a-OH-&Delta;7-dafachronic acid; (+)-3a-hydroxy-(5a,25S)-3-oxocholest-7-en-26-oic acid; Called hyda#1 <a href=""//onlinelibrary.wiley.com/doi/10.1002/anie.201307465/abstract""><b>here</b></a>."																												
SYNONYMS	" dafachronic acid B; &Delta;4-dafachronic acid; (+)-(25S)-3-oxocholest-4-en-26-oic acid; (+)-3-keto-4-cholestenoic acid; Called dafa#2 <a href=""//onlinelibrary.wiley.com/doi/10.1002/anie.201307465/abstract""><b>here</b></a>."																												
SYNONYMS	" dafachronic acid;&Delta;0-dafachronic acid; (+)-(25S)-3-oxocholestan-26-oic acid; (+)-3-ketocholestanoic acid; Called dafa#4 <a href=""//onlinelibrary.wiley.com/doi/10.1002/anie.201307465/abstract""><b>here</b></a>."																												
SYNONYMS	" 3b-OH-&Delta;7-dafachronic acid; (+)-3b-hydroxy-(5a,25S)-3-oxocholest-7-en-26-oic acid"																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
SYNONYMS	 none																												
Var A	Var B																												
"Wollam, Magomedova et al. 2011)"																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
